0.74108,0.70299,0.68261,0.65713
0.74428,0.71898,0.68784,0.66819
0.73774,0.70827,0.6827,0.66139
0.74438,0.72014,0.67764,0.66371
0.74309,0.7157,0.69897,0.66322
0.74524,0.7131,0.69977,0.67059
0.73517,0.72643,0.69787,0.67416
0.74436,0.71358,0.68745,0.64823
0.73836,0.71897,0.6977,0.66503
0.73605,0.7204,0.68003,0.66513
0.74319,0.7228,0.69472,0.65763
0.74533,0.71647,0.6752,0.65702
0.74554,0.71497,0.69073,0.6628
0.74845,0.72629,0.68498,0.65121
0.73634,0.72214,0.68377,0.6653
0.74507,0.72415,0.68205,0.66388
0.74237,0.7266,0.69579,0.66735
0.73674,0.71922,0.68979,0.64742
0.74391,0.70659,0.68802,0.67194
0.74351,0.72639,0.68875,0.65193
0.73953,0.71049,0.67666,0.6593
0.73064,0.7101,0.69558,0.66907
0.73525,0.70791,0.69352,0.64795
0.7343,0.7153,0.68744,0.66438
0.73265,0.71781,0.68584,0.6697
0.74552,0.72933,0.69036,0.66882
0.73563,0.72073,0.68878,0.65592
0.74183,0.72273,0.67225,0.66359
0.73378,0.72923,0.68717,0.64921
0.74218,0.71192,0.67062,0.6718
0.73931,0.717,0.69336,0.66096
0.74935,0.71501,0.68827,0.65656
0.74644,0.72122,0.70251,0.66567
0.73154,0.71756,0.68468,0.66534
0.737,0.71281,0.68523,0.67009
0.73451,0.71905,0.68803,0.6473
0.74227,0.72104,0.68212,0.66608
0.74318,0.72297,0.701,0.65807
0.74439,0.7122,0.69297,0.66164
0.7345,0.70429,0.69645,0.66452
0.75056,0.71752,0.68506,0.65018
0.74442,0.71194,0.67742,0.65739
0.74087,0.71747,0.69487,0.65573
0.7372,0.72133,0.69371,0.66681
0.73568,0.7198,0.67926,0.65854
0.74495,0.72416,0.67713,0.67161
0.7397,0.72519,0.68315,0.66669
0.74219,0.70439,0.68728,0.66544
0.73622,0.71606,0.69477,0.6598
0.74701,0.71391,0.6842,0.66047
0.74125,0.72118,0.68837,0.66129
0.73856,0.71884,0.68721,0.65875
0.74392,0.71524,0.67522,0.64989
0.73637,0.71483,0.69098,0.65246
0.74536,0.70559,0.68735,0.66616
0.73117,0.7092,0.69034,0.66007
0.73683,0.70612,0.67907,0.67204
0.74386,0.71614,0.69413,0.65236
0.74095,0.71939,0.6807,0.67106
0.74473,0.71454,0.67959,0.66638
0.74039,0.71447,0.69301,0.66136
0.73732,0.70066,0.69835,0.64669
0.73581,0.71661,0.7017,0.66147
0.74326,0.71826,0.68878,0.66906
0.73296,0.7099,0.68462,0.66157
0.73845,0.71592,0.68418,0.66961
0.74109,0.70905,0.68588,0.65808
0.7494,0.71204,0.6719,0.66613
0.74658,0.72172,0.68273,0.65457
0.74359,0.71966,0.68908,0.65781
0.74333,0.71402,0.69241,0.66789
0.73931,0.71732,0.70029,0.66466
0.73656,0.71408,0.68065,0.66604
0.74096,0.71776,0.6853,0.66011
0.74087,0.73124,0.69985,0.661
0.74644,0.72116,0.68719,0.66266
